Date,Year,Month,Type,Country,Area,Location,Activity,Activity on surface,Table Presence,Sex,Age,Injury,Damage,Time,Species
12/06/2007,2007,June,Unprovoked,USA,Florida,"Turtle Beach, Siesta Key, Sarasota County",Swimming,Yes,No,F,Unknown,Right foot bitten,No Fatal,Morning,3' To 4' Shark
18/12/2006,2006,December,Unprovoked,AUSTRALIA,Victoria,"Winki Pop, Bells Beach",Surfing,Yes,Yes,M,25,Left leg bitten,No Fatal,Evening,2.5 To 3 M Shark
29/08/2006,2006,August,Unprovoked,USA,Oregon,"Florence, Lane County",Surfing,Yes,Yes,M,23,Laceration & puncture wounds to foot,No Fatal,Morning,Unknown
02/05/2006,2006,May,Provoked,AUSTRALIA,Queensland,"Moffat Beach, Caloundra",Snorkeling,Yes,No,M,46,Abrasion & 6 puncture wounds on chest after grabbing the shark by its tail PROVOKED INCIDENT,No Fatal,Afternoon,Wobbegong Shark
23/04/2006,2006,April,Unknown,USA,Florida,"Alligator Reef off Islamorada, Monroe County",Unknown,,,M,Unknown,Shark bites post mortem,Unknown,Unknown,Unknown
23/02/2006,2006,February,Unknown,USA,Hawaii,"Makena, Maui",Diving,No,No,M,45,Forensic examination suggested diver drowned & afterwards his body was bitten by a shark/s,Unknown,Afternoon,Unknown
13/02/2006,2006,February,Unprovoked,AUSTRALIA,Queensland,"Golden Beach, Caloundra",Wading,,No,M,18,Lacerations to foot,No Fatal,Morning,Unknown
18/01/2006,2006,January,Unprovoked,USA,California,"Santa Cruz, Santa Cruz County",Surfing,Yes,Yes,M,Unknown,"No injury, but 2 small nicks on wetsuit",No Fatal,Evening,Unknown
11/12/2005,2005,December,Unprovoked,AUSTRALIA,Queensland,St. Crispin Reef,Spearfishing,No,No,M,44,Right forearm & elbow bitten,No Fatal,Morning,White Shark
05/09/2005,2005,September,Unprovoked,USA,North & South Carolina,"North Topsail Beach, Onslow County",Wading,,No,F,18,Calf severely lacerated,No Fatal,Afternoon,Bull Shark
07/06/2005,2005,June,Unprovoked,USA,North & South Carolina,"Kiawah Island, Charleston County",Body boarding,Yes,Yes,F,11,Foot lacerated,No Fatal,Morning,Unknown
27/11/2004,2004,November,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Nahoon, East London",Surfing,Yes,Yes,M,20,3 lacerations on foot,No Fatal,Afternoon,Raggedtooth Shark
25/09/2004,2004,September,Unknown,AUSTRALIA,Queensland,Batt Reef,Watercraft,,,Unknown,Unknown,"No injury to occupants, boat damaged",No Fatal,Morning,"Tiger Shark, 3 M [10']"
27/07/2004,2004,July,Unprovoked,USA,North & South Carolina,"Carolina Beach, New Hanover County",Swimming,Yes,No,F,13,Right forearm & wrist lacerated,No Fatal,Afternoon,1.8 M [6'] Shark
23/05/2004,2004,May,Unprovoked,BRAZIL,Pernambuco,Piedade Beach,Swimming,Yes,No,M,17,"Left hand, foot severed &  left calf & arm bitten",No Fatal,Afternoon,Bull Shark
28/05/2004,2004,May,Unprovoked,USA,California,"Salmon Creek, Sonoma County",Surfing,Yes,Yes,M,44,No injury,No Fatal,Morning,2.4 M To 3.7 M [8' To 12'] Shark
13/04/2004,2004,April,Unprovoked,TONGA,Nuku'Alofa,30 nautical miles offshore,Fishing,,,M,Unknown,"Bitten on feet, legs, back & abdomen but survived.  Survivors rescued after  7.5 hours in the water",Fatal,Unknown,Small Sharks
01/11/2003,2003,November,Provoked,PANAMA,Pearl Islands,,Spearfishing,No,No,M,Unknown,Left forearm bitten PROVOKED INCIDENT,No Fatal,Unknown,Nurse Shark
24/06/2003,2003,June,Unprovoked,BRAZIL,Pernambuco,"Piedade, Recife",Unknown,,,M,Unknown,FATAL,Fatal,Unknown,Unknown
22/06/2003,2003,June,Unprovoked,USA,Johnston Atoll,,Swimming,Yes,No,M,51,Left leg bitten,No Fatal,Afternoon,Unidentified Species
20/04/2003,2003,April,Unprovoked,USA,Florida,"Playalinda Beach, Brevard County",Surfing,Yes,Yes,M,30,Left foot bitten,No Fatal,Afternoon,Unidentified Species
27/02/2003,2003,February,Unprovoked,NEW ZEALAND,Southland,East side of Bench Island in the Foveaux Strait,Diving,No,No,M,44,Arm lacerated (shark made 3 strikes),No Fatal,Morning,White Shark
08/02/2003,2003,February,Unprovoked,AUSTRALIA,Queensland,Burleigh Lake on the Gold Coast,Swimming,Yes,No,M,84,FATAL,Fatal,Morning,Bull Shark
29/12/2002,2002,December,Unprovoked,AUSTRALIA,Queensland,Great Barrier Reef  (near Upolu Bay),Snorkeling,Yes,No,F,18,Left arm lacerated,No Fatal,Unknown,Hammerhead Shark
14/11/2002,2002,November,Unprovoked,TURKS & CAICOS,Caicos Bank,French Cay,Snorkeling,Yes,No,F,41,"Right upper am, shoulder & back severely  bitten",No Fatal,Morning,Reef Shark
20/07/2002,2002,July,Unprovoked,USA,North & South Carolina,"Emerald Isle, Carteret County",Swimming,Yes,No,F,15,Calf bitten,No Fatal,Afternoon,Bull Shark
08/05/2001,2001,May,Unprovoked,SOUTH AFRICA,Eastern Cape Province,East London,Surfing,Yes,Yes,M,26,Leg bitten,No Fatal,Unknown,White Shark
24/01/2001,2001,January,Unprovoked,CUBA,Holquin Province,Off Blau Costa Verde resort,Swimming,Yes,No,F,55,Left arm bitten,No Fatal,Unknown,2 M [6.75'] Shark
29/09/2000,2000,September,Unprovoked,USA,California,"Mavericks, Half Moon Bay, San Mateo County",Surfing,Yes,Yes,M,Unknown,No injury,No Fatal,Morning,White Shark
09/06/2000,2000,June,Unprovoked,USA,Alabama,"Gulf Shores, Baldwin County",Swimming,Yes,No,M,55,Puncture wounds on right hip and arm,No Fatal,Morning,Bull Shark
14/03/2000,2000,March,Unprovoked,AUSTRALIA,New South Wales,"McMasters Beach, Central Coast",Surfing,Yes,Yes,M,Unknown,No Injury,No Fatal,Evening,"Tiger Shark, 4 M [13'] ?"
26/12/1999,1999,December,Unprovoked,BRAZIL,Pernambuco,"Boa Viagem Beach, Recife",Surfing,Yes,Yes,M,18,"Leg bitten, surgically amputated",No Fatal,Unknown,White Shark
26/07/1999,1999,July,Unprovoked,USA,Florida,"Two miles off Key Colony Beach, Monroe County",Swimming,Yes,No,M,43,Ankle bitten,No Fatal,Afternoon,Bull Shark
29/05/1998,1998,May,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Jeffreys Bay,Body boarding,Yes,Yes,M,16,Leg bitten,No Fatal,Afternoon,Unidentified
31/03/1998,1998,March,Unprovoked,USA,Florida,"Jensen Beach Park, Martin County",Swimming,Yes,No,M,40,Heel lacerated,No Fatal,Afternoon,Unknown
15/03/1998,1998,March,Unprovoked,SOUTH AFRICA,Western Cape Province,Saldanha Bay,Snorkeling,Yes,No,M,33,Lower leg lacerated,No Fatal,Afternoon,White Shark
17/01/1998,1998,January,Unprovoked,AUSTRALIA,South Australia,Middleton Beach,Surfing,Yes,Yes,M,Unknown,20 punctures in right foot,No Fatal,Afternoon,Unknown
26/08/1995,1995,August,Unprovoked,USA,Florida,"Ponce de Leon Inlet, Volusia County",Surfing,Yes,Yes,M,18,4 puncture wounds on right pinky finger,No Fatal,Afternoon,A Small Shark
07/07/1995,1995,July,Unprovoked,BRAZIL,Pernambuco,Candeias,Surfing,Yes,Yes,M,18,"Arm bitten, FATAL",Fatal,Unknown,Unknown
30/06/1995,1995,June,Unprovoked,USA,California,"Bluefish Cove, Pt. Lobos State Park, Monterey County",Diving,No,No,M,31,"Forearm, abdomen & upper leg lacerated",No Fatal,Afternoon,White Shark
01/02/1994,1994,February,Unprovoked,NEW CALEDONIA,South Province,Cap Goulvain,Fishing,,,Unknown,Unknown,"FATAL, right foot severed",Fatal,Unknown,Unknown
01/01/1994,1994,January,Unprovoked,USA,Florida,"Flagler Beach, Flagler County",Surfing,Yes,Yes,M,Unknown,Left foot bitten,No Fatal,Unknown,Blacktip Shark
23/01/1993,1993,January,Unprovoked,BRAZIL,Pernambuco,Piedade,Body boarding,Yes,Yes,M,15,Left leg bitten,No Fatal,Unknown,Unknown
30/08/1991,1991,August,Provoked,AUSTRALIA,Queensland,"On board the Japanese longline trawler Fukuya No.38, 100 nm northeast of Brisbane",Finning the shark that bit him,,,M,36,"Shark bit his arm, nearly severing it PROVOKED INCIDENT",No Fatal,Afternoon,"3 M [10'], 270- Kg [595-Lb] Shark"
29/06/1991,1991,June,Unprovoked,HONG KONG,Unknown,"Basalt Island, 9km from Silverstrand",Unknown,,,M,22,FATAL,Fatal,Unknown,Unknown
23/06/1990,1990,June,Unprovoked,BAHAMAS,Unknown,Bimini,Spearfishing,No,No,M,38,Left forearm bitten,No Fatal,Afternoon,1.2 M To 1.5 M [4' To 5'] Shark
06/04/1990,1990,April,Unprovoked,AUSTRALIA,Queensland,Fingal Beach,Surfing,Yes,Yes,M,29,"No injury, board bitten",No Fatal,Unknown,3 M Shark
11/10/1989,1989,October,Unprovoked,USA,Texas,Surfside Beach,Surfing,Yes,Yes,M,12,Foot & leg bitten,No Fatal,Evening,4' Shark
15/12/1988,1988,December,Unprovoked,CHILE,Valpariso Province,Valpariso,Diving,No,No,M,Unknown,FATAL,Fatal,Unknown,White Shark
24/10/1985,1985,October,Unprovoked,SOUTH AFRICA,Eastern Cape Province,East London,Body boarding,Yes,Yes,M,22,"Left leg severely lacerated, superficial lacerations of right leg,  board damaged",No Fatal,Morning,White Shark
12/10/1985,1985,October,Unprovoked,USA,Hawaii,"Barbers Point, O'ahu",Floating,Yes,,M,24,Left arm lacerated,No Fatal,Unknown,1.8 M To 2.4 M [6' To 8'] Shark
10/03/1983,1983,March,Unprovoked,USA,Florida,"Juno Beach, Palm Beach County",Surfing,Yes,Yes,M,Unknown,"Shark nudged board, no injury",No Fatal,Unknown,Unknown
08/01/1983,1983,January,Unprovoked,UNKNOWN,English Channel,,Swimming,Yes,No,M,Unknown,Left leg bitten,No Fatal,Unknown,Unknown
19/09/1982,1982,September,Unprovoked,USA,California,"Bear Harbor, Mendocino County",Diving,No,No,M,28,Upper left thigh & buttocks bitten,No Fatal,Afternoon,White Shark
29/01/1982,1982,January,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Mpekeweni,Swimming,Yes,No,M,20,Right shin & toe lacerated,No Fatal,Afternoon,Raggedtooth Shark
05/05/1981,1981,May,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Ntlonyane Bay,Surfing,Yes,Yes,M,24,"Left leg bitten, surgically amputated",No Fatal,Morning,"Tiger Shark, 2.1 M [7']"
30/01/1981,1981,January,Unprovoked,USA,Florida,20 miles from Mayport,Spearfishing,No,No,M,25,3 small punctures in scalp & ripped nostril,No Fatal,Unknown,Tiger Shark
21/12/1979,1979,December,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Kenton-on-Sea,Swimming,Yes,No,M,18,Shin lacerated,No Fatal,Afternoon,Unknown
05/05/1979,1979,May,Provoked,SOUTH AFRICA,Western Cape Province,"Hangklip, False Bay",Spearfishing,No,No,M,25,Shark rammed diver after he shot it in the head  PROVOKED INCIDENT,No Fatal,Afternoon,White Shark
14/02/1975,1975,February,Unknown,SOUTH AFRICA,Western Cape Province,Plettenberg Bay,Watercraft,,,Unknown,Unknown,Shark bit rudder & hull,No Fatal,Unknown,Mako Shark
13/01/1974,1974,January,Unprovoked,SOUTH AFRICA,Kwazulu-Natal,Cape Vidal,Sitting,,,M,42,2 minor lacerations in foot,No Fatal,Unknown,Raggedtooth Shark
07/01/1974,1974,January,Unprovoked,MOZAMBIQUE,Gaza,Xai Xai,Swimming,Yes,No,M,Unknown,FATAL,Fatal,Unknown,Unknown
24/12/1972,1972,December,Unprovoked,SOUTH AFRICA,Western Cape Province,Hartenbos,Swimming,Yes,No,M,Unknown,"No injury, swim fin bitten",No Fatal,Morning,White Shark
21/10/1972,1972,October,Unprovoked,AUSTRALIA,New South Wales,Tabourie Beach,Surfing,Yes,Yes,M,19,Lacerations to thigh & buttocks,No Fatal,Unknown,Whaler Shark
06/05/1972,1972,May,Unprovoked,FRENCH POLYNESIA,Tuamotus,Ahé Atoll,Spearfishing,No,No,M,27,Thigh bitten,No Fatal,Unknown,Reef Shark
01/04/1972,1972,April,Unprovoked,AUSTRALIA,Queensland,Wellington Point,Unknown,,,F,Unknown,Left leg bitten,No Fatal,Unknown,Unknown
01/01/1972,1972,January,Unprovoked,MARSHALL ISLANDS,Illeginni Atoll,,Diving,No,No,M,Unknown,Right hand & torso lacerated,No Fatal,Unknown,Reef Shark
13/12/1970,1970,December,Unprovoked,MOZAMBIQUE,Inhambe Province,"Inhambe Bay Estuary, 10 to 12 miles inland from the sea",Fishing,,,M,19,"FATAL, decapitated and arm severed",Fatal,Unknown,Unknown
01/04/1970,1970,April,Provoked,UNKNOWN,Unknown,,Diving,No,No,M,Unknown,Arm abraded & lacerated. Recorded as PROVOKED INCIDENT,No Fatal,Unknown,Wobbegong Shark
02/11/1968,1968,November,Provoked,AUSTRALIA,Western Australia,,Unknown,,,M,16,Abrasion on shoulder Recorded as PROVOKED INCIDENT,No Fatal,Afternoon,Unknown
21/12/1967,1967,December,Unknown,PAPUA NEW GUINEA,Central Province,Port Moresby,Spearfishing,No,No,M,32,No injury,Unknown,Unknown,Unknown
27/01/1967,1967,January,Unknown,SOUTH AFRICA,Western Cape Province,Melkbosstrand,Watercraft,,,Unknown,Unknown,"Holed & sank boat, 1 man flung into water but ignored by the shark",No Fatal,Unknown,White Shark
30/10/1966,1966,October,Unprovoked,PAPUA NEW GUINEA,New Ireland Province,"Lamassa Island, 16 miles from Lambom Island",Swimming,Yes,No,F,13,FATAL,Fatal,Morning,3.7 M [12'] Shark
29/01/1966,1966,January,Provoked,SOUTH AFRICA,Western Cape Province,Strandfontein Beach,Helping men land a shark,,,M,33,Left leg lacerated by hooked shark  PROVOKED INCIDENT,No Fatal,Afternoon,Copper Shark
28/12/1965,1965,December,Unprovoked,AUSTRALIA,Western Australia,"Bathurst Reef, Rottnest Island",Spearfishing,No,No,M,40,Thigh & swim fin bitten,No Fatal,Unknown,1.8 M [6'] Carpet Shark
04/04/1965,1965,April,Unprovoked,USA,Florida,"Juno Beach, Palm Beach County",Body boarding,Yes,Yes,M,17,Left hand punctured & lacerated,No Fatal,Morning,Blacktip Shark
16/01/1965,1965,January,Unprovoked,SOUTH AFRICA,Kwazulu-Natal,"Country Club Beach, Durban",Surfing,Yes,Yes,M,20,Right thigh punctured,No Fatal,Afternoon,Unknown
05/02/1964,1964,February,Unprovoked,NEW ZEALAND,South Island,"St. Clair Beach, Dunedin",Swimming,Yes,No,M,19,"FATAL, both legs bitten & right leg severed at knee",Fatal,Morning,White Shark
01/02/1964,1964,February,Unprovoked,USA,Florida,Palm Beach County,Floating,Yes,,M,12,No injury,No Fatal,Unknown,Hammerhead Shark
22/01/1964,1964,January,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Nahoon,Wading,,No,M,17,Heel bitten,No Fatal,Morning,Unknown
15/07/1963,1963,July,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Bathing,Yes,No,M,14,"Left forearm bitten, surgically amputated?",No Fatal,Afternoon,Unknown
01/01/1963,1963,January,Unknown,MOZAMBIQUE,Unknown,"Limpopo River, 547 km from the sea",Watercraft,,,Unknown,Unknown,"No injury to occupant. Shark tore chunk from canoe, then bumped 2 other canoes",No Fatal,Unknown,Zambesi Shark
07/07/1962,1962,July,Unprovoked,USA,Georgia,"Jekyll Island, Glynn County",Dived from inner-tube,,,M,13,Laceration on hand,No Fatal,Afternoon,Unknown
04/06/1962,1962,June,Provoked,USA,California,"12' tank at Steinhart Aquarium, San Francisco",Diving,No,No,M,55,Right forearm bitten PROVOKED INCIDENT,No Fatal,Afternoon,"Sevengill  Shark, 1.2 M [4']"
21/01/1962,1962,January,Provoked,AUSTRALIA,New South Wales,Cronulla,Spearfishing,No,No,M,19,Suffered from shock & immersion after being dragged underwater  by speared shark PROVOKED INCIDENT,No Fatal,Unknown,Whaler Shark
04/08/1960,1960,August,Provoked,ENGLAND,In The English Channel,Off the south Devon coast,Helping angler land a shark,,,M,25,Arm lacerated elbow to wrist PROVOKED INCIDENT,No Fatal,Unknown,80-Lb Hooked Shark
01/05/1960,1960,May,Unprovoked,PAPUA NEW GUINEA,Madang,Taludig,Unknown,,,Unknown,Unknown,FATAL,Fatal,Unknown,Unknown
03/04/1960,1960,April,Unprovoked,AUSTRALIA,Victoria,"Canadian Bay near Mount Eliza, 30 miles from Melbourne",Spearfishing,No,No,M,Unknown,Minor cuts & bruises on face & neck,No Fatal,Unknown,1.5 M [5'] Shark
02/09/1959,1959,September,Unknown,USA,New York,"Oak Beach, Fire Inlet",On inflatable raft,,,M,Unknown,No injury,Unknown,Unknown,Unknown
12/08/1959,1959,August,Provoked,CROATIA,Istria,Pula,Fishing,,,M,Unknown,Laceration to arm PROVOKED INCIDENT,No Fatal,Unknown,20 Kg Shark
26/06/1959,1959,June,Unprovoked,TURKEY,Mersin Province,Off Mezitli,Unknown,,,M,Unknown,Leg injured,No Fatal,Unknown,Unknown
12/01/1959,1959,January,Unprovoked,NEW GUINEA,Milne Bay Province,"Uga, Banaira, Milne Bay",Dragging banana seeds through the shallows,,,M,Unknown,Left calf & right thigh bitten,No Fatal,Unknown,1.4 M [4.5'] Shark
31/07/1958,1958,July,Unprovoked,MEXICO,Guerrero,"Caleta Beach, Acapulco",Swimming,Yes,No,F,Unknown,FATAL,Fatal,Unknown,Unknown
04/07/1958,1958,July,Sea Disaster,PACIFIC OCEAN,Between Hawaii & Wake Island,600 miles northwest of Honolulu,U.s. airforce c124 enroute from hickham air base to japan went down. the 3 survivors fashioned raft from mailbags  & were rescued 3 days after the crash.,,,M,Unknown,FATAL,Fatal,Morning,Sharks Averaged 1.8 M [6'] In Length
23/09/1955,1955,September,Sea Disaster,NORTH PACIFIC OCEAN,1000 Miles West Of Hawaii,Between Wake & Johnston Islands,Body boarding,Yes,Yes,M,Unknown,FATAL,Fatal,Unknown,White Shark
23/06/1955,1955,June,Unprovoked,USA,Rhode Island,Occupasstuxet  (Patuxent) Cove,Wading,,No,M,13,Bites on legs & thighs,No Fatal,Unknown,0.7 M [2.5'] Sand Shark
08/05/1955,1955,May,Provoked,USA,California,"Malibu, Los Angeles County",Spearfishing,No,No,M,28,Diver hit shark & right forearm slightly injured PROVOKED INCIDENT,No Fatal,Unknown,2 M [6.75'] Shark
01/02/1955,1955,February,Unknown,AUSTRALIA,New South Wales,Parramatta River,Watercraft,,,Unknown,Unknown,"No injury to occupants; shark grabbed oar, vaulted over scull",No Fatal,Unknown,Unknown
01/01/1954,1954,January,Unprovoked,MEXICO,Baja California,,Diving,No,No,M,Unknown,FATAL,Fatal,Unknown,Unknown
29/11/1951,1951,November,Unprovoked,SOUTH AFRICA,Kwazulu-Natal,"South Beach, Durban",Swimming,Yes,No,M,23,Thigh bruised & abraded,No Fatal,Afternoon,White Shark
03/02/1951,1951,February,Unprovoked,AUSTRALIA,New South Wales,"Windang, near the entrance to Lake Illawarra",Spearfishing,No,No,M,20,Shark's fin caused abrasion on his chest,No Fatal,Unknown,Unknown
31/12/1950,1950,December,Unprovoked,AUSTRALIA,Queensland,Kirra,Surfing,Yes,Yes,M,19,"No injury, shark bit oar",No Fatal,Unknown,Nurse Shark
01/05/1950,1950,May,Unknown,ITALY,Tyrrhenian Sea,"Sprizze, Isola d'Elba",Watercraft,,,M,Unknown,No injury,No Fatal,Unknown,White Shark
25/07/1949,1949,July,Unprovoked,USA,North & South Carolina,"Oketee River, Jasper County",Floating,Yes,,M,16,"Abdomen abraded, thigh lacerated",No Fatal,Afternoon,Unknown
01/01/1949,1949,January,Unprovoked,NEW GUINEA,"Abau Sub District, Central Province",Kerpuna,Swimming,Yes,No,M,Unknown,"FATAL. One man's abdomen removed, the other received severe multiple injuries.",Fatal,Unknown,Unknown
06/02/1947,1947,February,Provoked,BAHAMAS,New Providence Island,Cable Beach,Attempting to ride a shark,,,M,Unknown,Arm bitten PROVOKED INCIDENT,No Fatal,Unknown,5' Shark
20/03/1946,1946,March,Unknown,AUSTRALIA,South Australia,Grange,Watercraft,,,M,28,"No injury; shark rammed boat, catapulting Leverenz in the sea & damaging boat",No Fatal,Evening,Unknown
01/07/1945,1945,July,Sea Disaster,JAVA,Northern Java,Off Cheribon,"90 european civilians, many women & children, were placed on the deck of a japanese submarine that submerged when it was well offshore",,,Unknown,Unknown,Sharks attacked the swimmers. The sole survivor lost his arm & foot & died of his injuries shortly after being picked up  by Javanese fishermen. The incident became known as the Cheribon Atrocity,Fatal,Dusk,Unknown
01/11/1942,1942,November,Provoked,PACIFIC OCEAN,Between Hawaii And U.S.A.,,In rubber dinghy with captain eddie rickenbacker for 21 days.,,,M,Unknown,One man drove a knife through rubberized canvas trying to stab a shark & it injured him with its tail PROVOKED INCIDENT,No Fatal,Unknown,Unknown
03/12/1941,1941,December,Unprovoked,AUSTRALIA,Western Australia,Carnarvon,Swimming,Yes,No,M,10,Right ankle bitten,No Fatal,Night,Unknown
01/01/1941,1941,January,Sea Disaster,ATLANTIC OCEAN,Unknown,,Adrift on raft after their ship was sunk by an axis raider,,,M,Unknown,FATAL,Fatal,Unknown,Unknown
01/01/1941,1941,January,Unprovoked,IRAN,Khuzestan Province,"Ahvaz, on the Karun River",Unknown,,,M,Unknown,"Survived, but suffered a “forequarter amputation”",No Fatal,Unknown,Unknown
01/01/1941,1941,January,Unprovoked,IRAN,Khuzestan Province,"Ahvaz, on the Karun River",Wading,,No,M,Unknown,FATAL,Fatal,Unknown,Unknown
13/07/1940,1940,July,Unprovoked,USA,North & South Carolina,"Folly Beach, Charleston County",Wading,,No,M,Unknown,Struck by shark immediately before it bit Tanner (see below),No Fatal,Unknown,Unknown
26/05/1938,1938,May,Unprovoked,COSTA RICA,Nicoya Peninsula,,Fishing,,,M,Unknown,"FATAL, pulled overboard by tuna, & bitten by shark",Fatal,Unknown,Unknown
31/08/1937,1937,August,Unprovoked,AUSTRALIA,Torres Strait,"Mabuiag Island, between New Guinea & Australia",Diving,No,No,M,38,"Head, neck & shoulder bitten (In 1918, he was also bitten by a shark off Cairns)",No Fatal,Morning,"Tiger Shark, 9' To 10'"
07/07/1937,1937,July,Unknown,ITALY,Liguria,Borgeo Verezzi,Unknown,,,Unknown,Unknown,No injury,Unknown,Unknown,Unknown
15/06/1937,1937,June,Unprovoked,USA,Texas,Galveston,Swimming,Yes,No,M,14,FATAL,Fatal,Night,Unknown
22/04/1936,1936,April,Unprovoked,AUSTRALIA,Queensland,Arlington Reef near Cairns,Diving,No,No,M,16,"Arm & back bitten, heel lacerated",No Fatal,Morning,"Tiger Shark, 4.6 M [15']"
05/06/1935,1935,June,Unprovoked,SOLOMON ISLANDS,Makira-Uluwa Province,Makira Island,Fishing,,,M,Unknown,FATAL,Fatal,Unknown,Unknown
20/06/1934,1934,June,Unprovoked,USA,Florida,"Melbourne, Brevard County",Wading,,No,M,8,FATAL,Fatal,Unknown,Unknown
01/05/1932,1932,May,Unprovoked,AUSTRALIA,Torres Strait,Thursday Island,Diving,No,No,M,Unknown,Severe injury to forearm near elbow,No Fatal,Unknown,Unknown
